longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city,location
-77.762,40.646,GREE,Greenwood Furnace State Park,SP,814.667.1800,early apr-late oct,,,,E DP DW SH RS PA,PA,17.2,NE,Huntingdon,POINT(-77.762 40.646)
-79.259,41.69,HEAR,Hearts Content Rec Area,NF,814.362.4613/814.723.5150,,,36,1909,NH DP RS,PA,12.2,SW,Warren,POINT(-79.259 41.69)
-75.84,40.03,HIBE,Hibernia County Park,CP,610.383.3812,,Open only weekends,,,NH L$,PA,3.3,N,Coatesville,POINT(-75.84 40.03)
-75.696,41.026,HICK,Hickory Run State Park,SP,570.444.405,early apr-mid dec,,,,E DP 40ft DW SH RS PA,PA,4.7,SE,White Haven,POINT(-75.696 41.026)
-77.186,41.806,HILL,Hills Creek State Park,SP,570.724.4246,mid apr-late oct,,,1531,E DP DW SH RS PA,PA,7.1,NE,Wellsboro,POINT(-77.186 41.806)
-77.629,41.358,HYNE,Hyner Run State Park,SP,570.923.6000,early apr-mid dec,,,,NH DP DW SH RS NP,PA,3.8,E,North Bend,POINT(-77.629 41.358)
-75.279,41.368,IRON,Ironwood Point Rec Area - PPL,UTIL,570.857.0880,,,49,,E DP SH,PA,3.5,NE,Greentown,POINT(-75.279 41.368)
-77.179,41.889,IVES,Ives Run,COE,570.835.0110,mid apr-late oct,,,,WES DP DW SH RS PA,PA,2.8,SW,Tioga,POINT(-77.179 41.889)
-80.507,41.518,JAME,Jamestown - Pymatuning State Park,SP,724.932.3142,mid apr-mid oct,,331,,E DP 30ft DW SH RS PA,PA,4.2,NW,Jamestown,POINT(-80.507 41.518)
-79.258,41.541,KELL,Kellettville Rec Area  Tionesta Lake,COE,814.755.3512,,,,,NH DP NR L$,PA,0.5,E,Kelletville,POINT(-79.258 41.541)
-79.494,39.885,KENT,Kentuck - Ohiopyle State Park,SP,724.325.9555,early mar-mid dec,,200,1565,E DP DW SH RS NP,PA,0.9,N,Ohiopyle,POINT(-79.494 39.885)
-77.931,41.377,KETT,Kettle Creek State Park,SP,570.522.6054,early apr-early dec,,,,E DP RS PA,PA,10,W,Renovo,POINT(-77.931 41.377)
-79.383,40.372,KEYS,Keystone State Park,SP,724.965.2505,all year,,,,E DP DW SH RS PA,PA,5.1,NW,Derry,POINT(-79.383 40.372)
-78.904,41.785,KIAS,Kiasutha Rec Area,NF,814.362.4613/814.723.5150,mid may-late aug,,428,,WES DP DW SH RS,PA,9.7,NW,Kane,POINT(-78.904 41.785)
-79.23,40.06,KOOS,Kooser State Park,SP,814.445.8673,early apr-mid oct,,,2311,E DP RS PA,PA,8.8,NW,Somerset,POINT(-79.23 40.06)
-75.708,41.565,LACK,Lackawanna State Park,SP,570.645.2225,early apr-mid oct,,,,E DP 40ft DW SH RS PA,PA,2.6,NE,Dalton,POINT(-75.708 41.565)
-75.267,40.476,LAKT,Lake Towhee County Park,CP,215.757.0571,,unknown facilities,,,NH DP NS,PA,0.6,SE,Applebachsvill,POINT(-75.267 40.476)
-76.485,41.81,LARN,Larnard Hornbrook County Park,CP,,,,,,WE DP FT DW SH,PA,3.7,NW,Towanda,POINT(-76.485 41.81)
-79.218,40.009,LAUR,Laurel Hill State Park,SP,954.445.7725,early apr-mid oct,,,2222,E DP 40ft DW SH RS PA,PA,7.4,W,Somerset,POINT(-79.218 40.009)
-75.319,41.366,LEDG,Ledgedale Rec Area,UTIL,570.689.2181,,,,,E DP SH,PA,6.9,SE,Lake Ariel,POINT(-75.319 41.366)
-77.45,41.698,LEON,Leonard Harrison State Park,SP,570.724.2005,early apr-mid oct,,,1809,E DP RS NP,PA,8.5,SW,Wellsboro,POINT(-77.45 41.698)
-80.462,41.657,LINV,Linesville - Pymatuning State Park,SP,724.932.3142,mid apr-mid dec,,110,,E DP 30ft DW SH RS NP,PA,12,N,Jamestown,POINT(-80.462 41.657)
-77.19,40.454,LITB,Little Buffalo State Park,SP,717.567.9255,,,40,,WE DP FT DW SH RS PA,PA,3.5,SW,Newport,POINT(-77.19 40.454)
-77.354,41.353,LITT,Little Pine State Park,SP,570.752.6050,mid apr-mid dec,,,,E DP DW SH RS PA,PA,3,N,Waterville,POINT(-77.354 41.353)
-76.12,40.785,LOCU,Locust Lake State Park,SP,570.487.2404,mid apr-mid oct,,,,E DP 40ft DW SH RS PA,PA,5.1,SW,Barnesville,POINT(-76.12 40.785)
-79.082,41.4,LOLE,Loleta Rec Area,NF,814.927.6628/814.723.5150,early apr-mid dec,,89,,E DW SH RS,PA,5.2,SE,Marienville,POINT(-79.082 41.4)
-78.899,40.294,LORA,Lorain Borough Park,CP,814.266.5600,,unknown facilites,,,SH,PA,,,Lorain,POINT(-78.899 40.294)
-77.778,41.723,LYMA,Lyman Run State Park,SP,814.435.5010,early apr-mid dec,2 campgrounds,35,1732,E DP FT DW SH RS PA,PA,7.1,W,Galeton,POINT(-77.778 41.723)
-80.116,39.726,MASO,Mason - Dixon Historical Park,CP,304.291.7257,,,,,E ND FT DW NS L$,PA,2.6,W,Mount Morris,POINT(-80.116 39.726)
-75.801,40.846,MAUC,Mauch Chunk Lake County Park,CP,570.325.3669,,,,,,PA,4.1,SW,Jim Thorpe,POINT(-75.801 40.846)
-76.297,40.028,MILL,Mill Creek Campground - Central Park,CP,717.299.8215,,Tent only,5,,NH ND NS,PA,0.8,SE,Lancaster,POINT(-76.297 40.028)
-79.225,40.903,MILT,Milton Loop,CP,814.257.0131,,,,,E DP,PA,1.8,NE,Dayton,POINT(-79.225 40.903)
-79.154,41.621,MINI,Minister Creek  and Trailhead,NF,814.362.4613/814.723.5150,,,26,,NH ND NS NR,PA,8.4,SW,Sheffield,POINT(-79.154 41.621)
-76.048,41.255,MOON,Moon Lake County Park,CP,570.477.5467,,,,,E DP DW SH,PA,3.5,N,Hunlock Creek,POINT(-76.048 41.255)
-76.279,39.85,MUDD,Muddy Run Rec Park - PPL,UTIL,717.284.4325,,,167,,E DP,PA,2.9,NE,Holtwood,POINT(-76.279 39.85)
-78.83,40.466,NANT,Nanty Glo Municipal Park,CP,814.659.2396,,,,1712,,PA,0.4,SE,Nanty Glo,POINT(-78.83 40.466)
-77.715,41.536,OLEB,Ole Bull State Park,SP,654.425.5050,all year,,,,E DP DW SH RS NP,PA,6.3,NE,Cross Fork,POINT(-77.715 41.536)
-76.383,39.877,OTTE,Otter Creek - PPL,UTIL,717.862.3628,,,85,,RS,PA,3.3,N,Airville,POINT(-76.383 39.877)
-79.367,39.804,OUTF,Outflow - Youghiogheny River Lake,COE,814.395.3242,mid may-mid sep,,63,,WES DP SH RS PA,PA,0.8,SW,Confluence,POINT(-79.367 39.804)
-78.509,41.202,PARK,Parker Dam State Park,SP,814.765.0630,mid apr-late dec,,,1630,E DP FT DW SH RS PA,PA,3.5,E,Penfield,POINT(-78.509 41.202)
-77.891,41.697,PATT,Patterson State Park,SP,654.425.2450,,,,2465,NH ND NS NR NP,PA,13.1,W,Galeton,POINT(-77.891 41.697)
-77.701,40.728,PENN,Penn Roosevelt State Park,SP,814.667.1800,,rustic,18,1633,NH ND VT DW NS NR PA,PA,23.4,NE,Huntingdon,POINT(-77.701 40.728)
-76.345,39.898,PEQU,Pequea Creek - PPL,UTIL,717.284.4587,,,85,,E DP SH RS,PA,1.4,NE,Pequea,POINT(-76.345 39.898)
-77.276,40.036,PINE,Pine Grove Furnace State Park,SP,717. 486.7174,all year,,,,E DP RS PA,PA,4.2,NW,Gardners,POINT(-77.276 40.036)
-77.419,40.833,POEP,Poe Paddy State Park,SP,717.667.3622,mid apr-mid dec,,,,NH ND NS RS PA,PA,12.1,NE,Milroy,POINT(-77.419 40.833)
-77.468,40.822,POEV,Poe Valley State Park,SP,854.349.2400,mid apr-mid dec,,,,E DP DW SH RS PA,PA,9.9,NE,Milroy,POINT(-77.468 40.822)
-78.559,40.674,PRIN,Prince Gallitzin State Park,SP,814.674.1007,mid apr-mid dec,,,,E DP DW SH RS PA,PA,5.5,NE,Patton,POINT(-78.559 40.674)
-75.21,41.32,PROM,Promised Land State Park,SP,570.676.2426,all year,,,1753,45ft RS PA,PA,5,E,Greentown,POINT(-75.21 41.32)
-78.965,40.17,QUEM,Quemahoning Family Rec Area,UTIL,814.233.9510,,,63,1667,E DP DW SH,PA,5.4,E,Jennerstown,POINT(-78.965 40.17)
-80.428,40.507,RACC,Raccoon Creek State Park,SP,724.896.5003,all year,,,,E DP DW SH RS PA,PA,6.8,S,Hookstown,POINT(-80.428 40.507)
-77.243,41.11,RAVE,Ravensburg State Park,SP,570.966.1455,mid apr-late oct,,21,,NH ND DW SH NR PA,PA,16.7,NW,Mifflinburg,POINT(-77.243 41.11)
-77.192,40.992,RBWI,RB Winter State Park,SP,970.590.5495,mid apr-mid dec,,,1524,RS PA,PA,9.1,NW,Mifflinburg,POINT(-77.192 40.992)
-78.888,41.778,REDB,Red Bridge Rec Area,NF,814.362.4613/814.723.5150,mid may-mid dec,,65,,WES DP DW SH RS,PA,8.9,NW,Kane,POINT(-78.888 41.778)
-78.793,41.49,REDM,Red Mill,NF,814.927.6628/814.723.5150,,,10,1523,NH ND NS NR,PA,5.9,NW,Ridgway,POINT(-78.793 41.49)
-79.292,41.015,REDB,Redbank Valley Municipal Park,CP,814.365.5924,mid apr-mid oct,,,,WES DP FT DW SH,PA,3.9,S,Redbank,POINT(-79.292 41.015)
-77.476,40.723,REED,Reeds Gap State Park,SP,717.667.3622,,,,,NH ND DW SH RS PA,PA,6,E,Milroy,POINT(-77.476 40.723)
-76.296,41.336,RICK,Ricketts Glen State Park,SP,570.477.5675,all year,,,2243,NH DP DW SH RS PA,PA,10.7,NE,Benton,POINT(-76.296 41.336)
-80.44,39.889,RYER,Ryerson Station State Park,SP,724.429.4254,all year,,,,E DP NS RS PA,PA,1.7,S,Wind Ridge,POINT(-80.44 39.889)
-78.531,41.108,SBEL,S.B. Elliott State Park,SP,654.765.520,mid apr-early oct,,,2118,NH DP NS NR NP,PA,7.3,S,Penfield,POINT(-78.531 41.108)
-75.871,41.91,SALT,Salt Springs State Park,SP,570.945.3239,,rustic - all sites walk to,,,NH ND VT DW NS NR NP,PA,26.9,N,Dalton,POINT(-75.871 41.91)
-78.076,40.374,SEVE,Seven Points,COE,814.658.3405,early apr-late oct,6 camp loops,261,,E DP FT DW SH RS PA,PA,3.7,SE,Hesston,POINT(-78.076 40.374)
-78.624,40.051,SHAW,Shawnee State Park,SP,854.733.4258,mid apr-mid dec,,,,E DP 40ft DW SH RS PA,PA,1.1,E,Schellsburg,POINT(-78.624 40.051)
-80.43,41.298,SHEN,Shenango,COE,724.646.1124,mid may-late aug,,,,E DP 45ft DW SH RS PA,PA,3.4,NE,Sharpville,POINT(-80.43 41.298)
-78.031,41.42,SINN,Sinnemahoning State Park,SP,614.647.6401,all year,,,,E DP DW SH RS PA,PA,14.9,S,Austin,POINT(-78.031 41.42)
-78.181,41.596,SIZE,Sizerville State Park,SP,814.486.5605,mid apr-mid dec,,,,E DP DW SH RS NP,PA,6.5,NE,Emporium,POINT(-78.181 41.596)
-76.409,40.357,STOE,Stoevers Dam Park,CP,717.228.4470,,unknown facilities - primitive,,,,PA,1.1,N,Lebanon,POINT(-76.409 40.357)
-76.698,41.646,SUNF,Sunfish Pond County Park,CP,570.364.5900,,,50,2082,E DP FT DW SH RS,PA,2.1,S,Leroy,POINT(-76.698 41.646)
-78.05,40.388,SUSQ,Susquehannock - Raystown Lake,COE,814.658.6806,early jun-late aug,,60,,NH ND VT DW NS RS PA L$,PA,3.9,SE,Hesston,POINT(-78.05 40.388)
-75.068,40.506,TINI,Tinicum County Park,CP,215.757.0571,,unknown facilities,,,NH ND NS,PA,0.4,NE,Erwinna,POINT(-75.068 40.506)
-79.442,41.479,TIOR,Tionesta Rec Area - Tionesta Lake,COE,814.755.3512,mid may-late aug,,,,WES DP DW SH RS PA,PA,1.3,SE,Tionesta,POINT(-79.442 41.479)
-75.397,41.207,TOBY,Tobyhanna State Park,SP,570.894.8336,mid apr-mid dec,,,1985,NH DP 45ft DW SH RS PA,PA,2.3,NE,Tobyhanna,POINT(-75.397 41.207)
-75.079,40.441,TOHI,Tohickon Valley County Park,CP,215.297.0754,,unknown facilities,22,,NH DP DW SH,PA,1.4,NW,Point Pleasant,POINT(-75.079 40.441)
-77.191,41.979,TOMP,Tompkins River,COE,570.827.2109,mid may-late sep,,,,WES DP DW SH RS PA,PA,5.7,NW,Tioga,POINT(-77.191 41.979)
-78.876,41.943,TRAC,Tracy Ridge Rec Area,NF,814.362.4613/814.723.5150,mid may-mid dec,,119,2236,NH DP NS RS L$,PA,11.7,W,Bradford,POINT(-78.876 41.943)
-78.129,40.311,TROU,Trough Creek State Park,SP,814.858.3947,mid apr-mid dec,,,,E DP NS RS PA,PA,3.8,SE,James Creek,POINT(-78.129 40.311)
-79.415,39.782,TUBR,Tub Run Rec Area - Youghiogheny River Lake,COE,814.395.3242,mid may-late aug,,101,1582,E DP DW SH RS PA,PA,3.8,SW,Confluence,POINT(-79.415 39.782)
-80.491,41.641,TUTT,Tuttle - Pymatuning State Park,SP,724.932.3142,mid apr-mid oct,Tuttle closed for 2011 season,660,,E DP 30ft DW SH RS NP,PA,11.2,N,Jamestown,POINT(-80.491 41.641)
-78.756,41.614,TWIN,Twin Lakes Rec Area,NF,814.927.6628/814.723.5150,mid may-mid dec,,211,1770,E DP DW SH RS,PA,4.4,NW,Wilcox,POINT(-78.756 41.614)
-79.768,41.476,TWOM,Two Mile Run County Park,CP,814.676.6116,,,,,,PA,4.3,NW,Oil City,POINT(-79.768 41.476)
-75.723,40.166,WARW,Warwick County Park,CP,610.469.1916,,,,,NH,PA,6.7,SW,Pottstown,POINT(-75.723 40.166)
-78.918,41.989,WILL,Willow Bay Rec Area,NF,814.362.4613/814.723.5150,mid may-late oct,,261,,E DP DW SH RS,PA,14,W,Bradford,POINT(-78.918 41.989)
-75.182,41.449,WILS,Wilsonville Rec Area - PPL,UTIL,570.226.4382,,,,,E DP SH,PA,1.9,S,Hawley,POINT(-75.182 41.449)
-76.57,41.47,WORL,Worlds End State Park,SP,570.244.2257,all year,,,,E DP DW SH RS PA,PA,2,SE,Forksville,POINT(-76.57 41.47)
-71.7,41.37,BURL,Burlingame State Park,SP,401.322.7994,,,700,,NH DP SH RS PA,RI,3.1,W,Charlestown,POINT(-71.7 41.37)
-71.295,41.568,CARR,Carr Point Military - Newport NS,MIL,401.841.3116,,military only - do not use our lat/lon - contact them for directions and info,,,RS,RI,,,,POINT(-71.295 41.568)
-71.637,41.358,CHAR,Charlestown Breachway State Park,SP,401.322.8910,early jun-late oct,,,,NH RS,RI,1.7,S,Charlestown,POINT(-71.637 41.358)
-71.692,41.343,EASB,East Beach - Ninigret State Conservation Area,SP,401. 322.0450,early jun-late aug,RV only - beach campng - unknown facilities,20,,NH VT RS,RI,3.8,SW,Charlestown,POINT(-71.692 41.343)
-71.488,41.38,FISH,Fishermens Memorial State Park,SP,401.789.8374,early jun-late oct,,180,,WES DW SH RS PA,RI,5.3,S,Narragansett,POINT(-71.488 41.38)
-71.399,41.489,FORT,Fort Getty Camping and Recreation Area,CP,,,RV sites plus walk-in only tent sites,,,E DP DW SH NR,RI,4.5,W,Newport,POINT(-71.399 41.489)
-71.755,41.92,GEOR,George Washington State Area,SP,401.568.2013,early jun-late oct,,45,,NH RS PA,RI,4.3,W,Chepachet,POINT(-71.755 41.92)
-71.275,41.589,MELV,Melville Ponds,CP,401.682.2424,,,,,E DP DW SH,RI,1.6,SW,Portsmouth,POINT(-71.275 41.589)
-71.252,41.487,MIDD,Middletown City Campground,CP,401.846.6273,,,44,,E DP DW SH,RI,2.9,SE,Middeltown,POINT(-71.252 41.487)
-82.528,36.868,BARK,Bark Camp,NF,276.328.2931/540.265.5100,,,71,2829,E DP SH NR,VA,6.3,SW,Coeburn,POINT(-82.528 36.868)
-78.274,37.533,BEAR,Bear Creek Lake State Park,SP,804.492.3606,all year,,,,E DP DW SH RS PA,VA,3,NW,Cumberland,POINT(-78.274 37.533)
-81.682,36.667,BEAT,Beartree,NF,276.783.5196/540.265.5100,early may-late oct,,90,3097,NH DP DW SH RS PA,VA,6.1,E,Damascus,POINT(-81.682 36.667)
-76.581,37.776,BELL,Belle Isle State Park,SP,804.462.5030,all year,,,,E DP FT DW SH RS PA,VA,6.3,W,Lancaster,POINT(-76.581 37.776)
-76.431,37.092,BETH,Bethel Military,MIL,757.766.7627,,military only - do not use our lat/lon - contact them for directions and info,,,RS,VA,6.4,NW,Hampton,POINT(-76.431 37.092)
-78.439,38.527,BIGM,Big Meadows - Shenandoah National Park,NP,540.999.3231,early may-late nov,,,3576,NH DP DW SH RS PA,VA,4.8,SE,Stanley,POINT(-78.439 38.527)
-79.884,38.069,BLOW,Blowing Springs,NF,540.839.2521/540.265.5100,all year,,40,1713,NH DP DW NR L$,VA,20,N,Covington,POINT(-79.884 38.069)
-79.974,37.985,BOLA,Bolar Mountain,NF,540.839.2521/540.265.5100,early apr-late nov,3 campgrounds,90,1585,E DP DW SH RS,VA,13.3,N,Covington,POINT(-79.974 37.985)
-82.295,37.29,BREA,Breaks InterState Park,SP,540.865.4413,,,,1798,E RS,VA,5.9,N,Haysi,POINT(-82.295 37.29)
-78.631,36.662,BUFF,Buffalo Landing - Kerr Reservoir,COE,,,,,,NH DP DW SH NR,VA,4.9,NW,Clarksville,POINT(-78.631 36.662)
-77.476,38.801,BULL,Bull Run Regional Park,CP,703.631.0550,,,,,E DP 40ft FT DW SH RS,VA,3.7,SW,Centreville,POINT(-77.476 38.801)
-77.302,38.76,BURK,Burke Lake Park,CP,703.323.6600,,,,,NH DP DW SH NR,VA,3.1,SE,Fairfax Station,POINT(-77.302 38.76)
-78.518,38.731,CAMP,Camp Roosevelt,NF,540.839.2521/540.265.5100,,,10,,NH DP NR L$,VA,5.5,NW,Luray,POINT(-78.518 38.731)
-82.679,37.102,CANE,Cane Patch,NF,276.328.2931/540.265.5100,,,34,1657,E DP DW SH NR,VA,4.5,W,Pound,POINT(-82.679 37.102)
-76.007,36.927,CAPE,Cape Henry RV Military,MIL,757.422.8818,,military only - do not use our lat/lon - contact them for directions and info,,,RS,VA,5.4,N,Virginia Beach,POINT(-76.007 36.927)
-79.534,37.574,CAVE,Cave Mountain Lake,NF,540.291.2188/540.265.5100,early apr-late oct,,51,,NH DP DW SH RS PA,VA,3.6,SW,Natural Bridge Station,POINT(-79.534 37.574)
-82.922,36.802,CAVS,Cave Springs,NF,276.328.2931/540.265.5100,,,64,1598,E DP SH NR,VA,2,NE,Dryden,POINT(-82.922 36.802)
-77.334,38.091,CHAM,Champs RV Military - A P Hill,MIL,804.633.8244,,military only - do not use our lat/lon - contact them for directions and info,,,RS,VA,4.3,E,Woodford,POINT(-77.334 38.091)
-76.873,37.265,CHIC,Chickahominy Riverfront Park,CP,757-258-5020,,rent boats on river - swim in pool,161,,WES FT DW RS,VA,9.1,W,Williamsburg,POINT(-76.873 37.265)
-76.748,37.14,CHIP,Chippokes Plantation State Park,SP,757.294.3182,all year,,,,E DP DW SH RS PA,VA,4.8,E,Surry,POINT(-76.748 37.14)
-80.624,37.062,CLAY,Claytor Lake State Park,SP,540.643.2500,all year,,,1927,E DP 35ft DW SH RS PA,VA,4.6,SE,Dublin,POINT(-80.624 37.062)
-81.225,36.763,COME,Comers Rock,NF,276.783.5196/540.265.5100,,,6,3784,NH NR L$,VA,4.6,SW,Speedwell,POINT(-81.225 36.763)
-82.407,37.157,CRAN,Cranesnest  - John W. Flannagan Reservoir,COE,540.835.9544,,,,,E DP DW SH NR,VA,2.7,E,Clintwood,POINT(-82.407 37.157)
-79.802,37.897,DOUT,Douthat State Park,SP,540.862.8100,all year,,,,E DP DW SH RS PA,VA,12.1,SW,Millboro,POINT(-79.802 37.897)
-78.331,38.925,ELIZ,Elizabeth Furnace,NF,540.984.4101/540.265.5100,,swim holes nearby,36,,NH DP FT DW SH NR,VA,7.4,W,Front Royal,POINT(-78.331 38.925)
-80.108,36.798,FAIR,Fairy Stone State Park,SP,540.930.2424,all year,,,,E DP DW SH RS PA,VA,13.9,NE,Stuart,POINT(-80.108 36.798)
-76.052,36.918,FIRS,First Landing State Park,SP,757.412.2300,all year,,,,E DP 45ft DW SH RS PA,VA,6.1,NW,Virginia Beach,POINT(-76.052 36.918)
-77.145,38.697,FORB,Fort Belvoir Travel and RV Camp,MIL,703.805.1488,,new - opening 9/2013 - wifi - military only - contact them for directions and info,52,,WES DP FT DW SH RS,VA,1.6,S,Fort Belvoir,POINT(-77.145 38.697)
-76.595,37.161,FORE,Fort Eustis Military,MIL,757.878.2610,,military only - do not use our lat/lon - contact them for directions and info,,,RS,VA,8.4,NW,Newport News,POINT(-76.595 37.161)
-80.873,37.044,GATE,Gatewood Park,CP,540.994.8696,,,42,2195,WE DP DW SH,VA,5.1,W,Pulaski,POINT(-80.873 37.044)
-80.821,37.374,GENT,Gentrys Landing,CP,540.726.7509,,,80,1527,WE DP DW SH,VA,3,N,Narrows,POINT(-80.821 37.374)
-79.368,37.731,GLEN,Glen Maury Park,CP,540.261.7321,,,52,,WES DP FT DW SH RS,VA,0.8,W,Buena Vista,POINT(-79.368 37.731)
-79.883,36.897,GOOD,Goose Dam,CP,540.483.2100,,,,,WES DP SH,VA,1,W,Sydnorsville,POINT(-79.883 36.897)
-80.059,36.804,GOOS,Goose Point - Philpott Lake,COE,276.629.2703,early apr-late oct,,,,E DP DW SH RS PA,VA,12.9,NW,Martinsville,POINT(-80.059 36.804)
-76.334,37.073,GOSN,Gosnolds Hope Park,CP,757.850.5116,,,,,E DP DW SH,VA,3,N,Hampton,POINT(-76.334 37.073)
-82.357,37.432,GRAP,Grapevine - Fishtrap Lake,COE,606.835.4564,,,28,,WE NR,VA,1.3,SW,Phyllis,POINT(-82.357 37.432)
-81.485,36.639,GRAY,Grayson Highlands State Park,SP,540.579.7092,all year,,,4324,E DP DW SH RS PA,VA,8.9,NW,Mouth Of Wilson,POINT(-81.485 36.639)
-81.542,36.688,GRIN,Grindstone,NF,276.783.5196/540.265.5100,early may-late nov,,108,3711,E DP SH RS PA,VA,5.4,W,Troutdale,POINT(-81.542 36.688)
-79.822,38.099,HIDD,Hidden Valley,NF,540.839.2521/540.265.5100,,,30,1801,NH DP NR L$,VA,4,NW,Warm Springs,POINT(-79.822 38.099)
-82.622,36.89,HIGH,High Knob,NF,276.328.2931/540.265.5100,,,77,3612,NH DP DW SH NR L$,VA,3,S,Norton,POINT(-82.622 36.89)
-78.639,37.396,HOLL,Holliday Lake State Park,SP,434.248.6308,all year,,,,E DP DW SH RS PA,VA,10.6,E,Appomattox,POINT(-78.639 37.396)
-79.135,38.46,HONE,Hone Quarry,NF,/540.265.5100,all year,,51,1850,NH DP NS NR L$,VA,14.4,W,Harrisonburg,POINT(-79.135 38.46)
-80.076,36.834,HORS,Horseshoe Point - Philpott Lake,COE,540.365.7385,early may-late sep,,,,E DP DW SH RS PA,VA,15,NW,Martinsville,POINT(-80.076 36.834)
-81.525,36.871,HUNG,Hungry Mother State Park,SP,540.781.7400,all year,,,2217,WES DP 35ft DW SH RS PA,VA,2.5,N,Marion,POINT(-81.525 36.871)
-81.491,36.723,HURR,Hurricane,NF,276.783.5196/540.265.5100,,,30,2838,NH DW SH NR,VA,5.7,SW,Sugar Grove,POINT(-81.491 36.723)
-78.434,36.574,IVYH,Ivy Hill Rec Area - Kerr Reservoir,COE,804.738.6143,,may be closed to camping - check,,,NH DP NS NR L$,VA,,,Townsville NC,POINT(-78.434 36.574)
-78.798,37.624,JAME,James River State Park,SP,434.933.4355,all year,3 campgrounds,,,WE DP FT DW SH RS PA,VA,4.2,W,Wingina,POINT(-78.798 37.624)
-80.065,36.851,JAMI,Jamison Mill Park - Philpott Lake,COE,540.629.1847,,,,,E DP DW SH NR,VA,4.3,W,Henry,POINT(-80.065 36.851)
-76.594,37.282,KING,Kings Creek - Cheatham Annex Military,MIL,757.887.7418,,military only - do not use our lat/lon - contact them for directions and info,,,RS,VA,6.3,E,Williamsburg,POINT(-76.594 37.282)
-75.975,37.174,KIPT,Kiptopeke State Park,SP,757.331.2267,all year,,,,WES DP DW SH RS PA,VA,6.9,S,Cape Charles,POINT(-75.975 37.174)
-77.824,38.115,LAKA,Lake Anna State Park,SP,540.854.5503,all year,,,,WE DP DW SH RS PA,VA,14,SW,Spotsylvania,POINT(-77.824 38.115)
-77.321,38.963,LAKF,Lake Fairfax,CP,703.471.5415,,,,,E DP DW SH RS,VA,2,E,Reston,POINT(-77.321 38.963)
-79.61,37.798,LAKR,Lake Robertson,CP,540.463.4164,,,,,WE DP 40ft DW SH RS,VA,1.4,NW,Collierstown- Rockbridge County,POINT(-79.61 37.798)
-78.477,38.436,LEWI,Lewis Mountain - Shenandoah National Park,NP,540.999.3273,,,31,3396,NH DW SH NR,VA,9.8,N,Stanardsville,POINT(-78.477 38.436)
-76.161,36.909,LITT,Little Creek RV Military,MIL,757.462.7282,,military only - do not use our lat/lon - contact them for directions and info,,,RS,VA,10.9,W,Virginia Beach,POINT(-76.161 36.909)
-78.444,38.867,LITT,Little Fort OHV,NF,540.984.4101/540.265.5100,all year,extensive OHV trails,11,,NH ND VT NS NR N$,VA,1.9,NW,Fort Valley,POINT(-78.444 38.867)
-78.669,38.246,LOFT,Loft Mountain - Shenandoah National Park,NP,434.823.4675,mid may-late oct,,,3346,NH DP DW SH RS PA,VA,12.3,N,Crozet,POINT(-78.669 38.246)
-78.551,36.577,LONG,Longwood Rec Area - Kerr Reservoir,COE,434.374.2711,early apr-late oct,,,,E DP DW SH RS PA,VA,3.2,S,Clarksville,POINT(-78.551 36.577)
-82.375,37.233,LOWT,Lower Twin Branch - John W. Flannagan Reservoir,COE,540.835.9544,,,,,E DP DW SH NR L$,VA,4.9,NW,Haysi,POINT(-82.375 37.233)
-77.459,38.525,LUNG,Lunga Park Military - Quantico MCB,MIL,703.784.5270,,CLOSED indefinitely in 2012,,,RS,VA,7.7,N,Stafford,POINT(-77.459 38.525)
-78.294,38.751,MATH,Mathews Arm - Shenandoah National Park,NP,540.999.3132,mid jun-late oct,,165,3041,NH RS PA,VA,5.2,E,Rileyville,POINT(-78.294 38.751)
-79.922,38.013,MCCL,Mcclintic Point,NF,540.839.2521/540.265.5100,all year,,57,1601,NH ND NS RS L$,VA,7.5,W,Warm Springs,POINT(-79.922 38.013)
-79.97,37.934,MORR,Morris Hill,NF,540.962.2214/540.265.5100,early may-late oct,,55,2080,NH DP DW SH RS PA,VA,8.8,SW,Hot Springs,POINT(-79.97 37.934)
-79.088,38.352,NATU,Natural Chimneys Regional Park,CP,888.430.2267,,,,,E DP 40ft DW SH,VA,0.5,N,Mt.Solon,POINT(-79.088 38.352)
-82.735,36.702,NATT,Natural Tunnel State Park,SP,540.940.2674,all year,,,1684,E DP DW SH RS PA,VA,3.5,E,Duffield,POINT(-82.735 36.702)
-76.551,37.187,NEWP,Newport News City Park,CP,757.888.3333,,,,,WE DP DW SH,VA,8.1,NW,Newport News,POINT(-76.551 37.187)
-78.311,36.595,NORT,North Bend Park - Kerr Reservoir,COE,434.738.0059,early apr-late oct,,40,,E DP 45ft DW SH RS PA,VA,6.6,SE,Boydton,POINT(-78.311 36.595)
-79.586,37.542,NORC,North Creek,NF,540.291.2188/540.265.5100,all year,swim behind sites 7 - 11,16,,NH ND VT DW NS NR L$,VA,,,,POINT(-79.586 37.542)
-79.207,38.339,NORR,North River,NF,/540.265.5100,all year,,20,1818,NH ND NS NR L$,VA,15,NW,Staunton,POINT(-79.207 38.339)
-76.153,36.582,NORW,Northwest River Park,CP,757.421.3145,,,,,E DP DW SH,VA,14.9,SE,Chesapeake,POINT(-76.153 36.582)
